DATE,PAYS,CODE POSTAL,LOCALITE,LANGUE MATERNELLE,LANGUE VEHICULAIRE,COMMENT NOUS AVEZ-VOUS DECOUVERT?,MIN,KM
29/05/2019,LU,9184,SCHIEREN,LUX,FR,RTL TELE,47,60
29/05/2019,LU,4557,DIFFERDANGE,PT,ANG,HABITANT,5,2
29/05/2019,LU,2128,LUXEMBOURG,SLOVENIEN,ANG,B.A.O.,22,25
29/05/2019,LU,5433,NIEDERDONVEN,ANG,FR,B.A.O.,42,53
29/05/2019,LU,1349,LUXEMBOURG,LUX,FR,RTL TELE,25,26
29/05/2019,LU,4463,SANEM,PERSE,LUX,ECOLE,7,4
29/05/2019,AU,4055,OBERSCHNADT,DE,ANG,VISIT LUXEMBOURG,,
30/05/2019,DE,60435,FRANKFURT,DE,ANG,VISIT LUXEMBOURG,,
30/05/2019,UK,GL17 9TG,CIRENCESTER,ANG,FR,VISIT LUXEMBOURG,,
30/05/2019,LU,6970,HOSTERT,GREC,FR,ECOLE,31,39
30/05/2019,LU,7641,CHRISTNACH,LUX,ANG,RADIO (SAIS PLUS),45,56
30/05/2019,LU,5374,MUNSBACH,FR,LUX,2EME VISITE,29,40
30/05/2019,LU,9807,HOSINGEN,LUX,DE,PUB,60,83
30/05/2019,LU,4994,SPRINKANGE,ROUMAIN,ANG,B.A.O.,17,11
30/05/2019,LU,6188,GONDERANGE,IT,ANG,ECOLE,32,42
30/05/2019,LU,3230,BETTEMBOURG,IT,FR,B.A.O.,19,20
30/05/2019,LU,3332,FENNANGE,FR,IT,B.A.O.,18,19
30/05/2019,DE,54459,WILTINGEN,DE,LUX,B.A.O.,58,71
30/05/2019,NL,9781 LL,BEDUM,NL,ANG,FB,,
30/05/2019,FR,57000,METZ,ROUMAIN,FR,FB,51,69
30/05/2019,DE,66123,SAARBRUCKEN,DE,ANG,FB,88,111
30/05/2019,FR,57300,HAGONDANGE,FR,ANG,FB,38,53
30/05/2019,FR,54518,RIVENICH,DE,ANG,VISIT LUXEMBOURG,76,107
30/05/2019,FR,57700,HAYANGE,FR,ANG,GOOGLE - WHAT TO DO IN Luxembourg,41,46
30/05/2019,LU,3641,KAYL,LUX,FR,PASSAGE,17,18
30/05/2019,LU,9186,STEGEN,LUX,FR,RTL TELE,49,67
30/05/2019,LU,1928,LUXEMBOURG,ANG,IT,ECOLE,30,27
30/05/2019,LU,3863,SCHIFFLANGE,FR,ANG,FLYER ,16,14
30/05/2019,FR,54400,LONGWY,FR,ANG,FB,25,20
30/05/2019,DE,66701,BECKINGEN,DE,ANG,GOOGLE - WHAT TO DO IN Luxembourg,60,75
30/05/2019,FR,57170,CHAMBREY,FR,ANG,GOOGLE - WHAT TO DO IN Luxembourg,85,120
30/05/2019,FR,54270,ESSY-LES-NANCY,FR,ANG,B.A.O.,81,124
30/05/2019,LU,5886,ALZINGEN,ARABE,FR,B.A.O.,25,28
30/05/2019,DE,54296,TRIER,DE,ANG,GOOGLE - WHAT TO DO IN Luxembourg,63,78
30/05/2019,NL,5653 LK,EINDHOVEN,INDONESIEN,ANG,VISIT LUXEMBOURG,178,279
30/05/2019,LU,1145,LUXEMBOURG,FR,FR,INTERNET (SAIS PLUS),22,25
30/05/2019,LU,4924,HAUTSCHARAGE,LUX,DE,ECOLE,15,8
30/05/2019,LU,2441,LUXEMBOURG,IT,ANG,B.A.O.,28,28
30/05/2019,LU,1150,LUXEMBOURG,LITUANIEN,ANG,INTERNET (SAIS PLUS),23,27
30/05/2019,FR,57100,THIONVILLE,FR,ANG,B.A.O.,36,41
30/05/2019,FR,57000,METZ,FR,ANG,FB,50,69
30/05/2019,FR,57970,YUTZ,FR,ANG,GOOGLE - SCIENCE MUSEUM Luxembourg,36,45
30/05/2019,FR,54590,HUSSSIGNY ,FR,ANG,B.A.O.,27,10
30/05/2019,FR,57440,ALGRANGE,FR,ANG,GOOGLE - WHAT TO DO IN Luxembourg,33,30
30/05/2019,FR,57280,MAIZIERES-LES-METZ,FR,ANG,FB,42,58
30/05/2019,FR,54590,HUSSSIGNY ,FR,ANG,FB,27,10
31/05/2019,LU,7390,BLASCHETTE,DE,LUX,B.A.O.,39,46
31/05/2019,FR,57480,WALDWISSE,FR,ANG,FB,48,51
31/05/2019,FR,54135,MEXY,FR,ANG,B.A.O.,21,16
31/05/2019,LU,4989,SANEM,PT,LUX,PASSAGE,8,4
31/05/2019,LU,8227,MAMER,DANOIS,DE,B.A.O.,29,19
31/05/2019,LU,5870,ALZINGEN,ANG,FR,B.A.O.,32,32
31/05/2019,LU,5485,WORMELDANGE,LUX,DE,FB,42,54
31/05/2019,DE,66578,SCHIFFWEILER,DE,ANG,VISIT LUXEMBOURG,75,114
31/05/2019,DE,55743,FISCHBACH,DE,ANG,GOOGLE - WHAT TO DO IN Luxembourg,109,137
31/05/2019,FR,54650,SAULNES,FR,LUX,INTERNET (SAIS PLUS),15,11
31/05/2019,DE,54331,PELLINGEN,DE,FR,B.A.O.,65,78
31/05/2019,FR,8240,HARRICOURT,FR,FR,ECOLE,92,86
31/05/2019,DE,97816,LOHR AM MAIN,DE,ANG,VISIT LUXEMBOURG,210,356
31/05/2019,LU,8232,MAMER,HONGROIS,ANG,FB AD,26,17
31/05/2019,uK,HP7 0AZ,AMERSHAM,FR,FR,GOOGLE MAPS,,
31/05/2019,FR,57330,ESCHERANGE,FR,ANG,FB,26,28
31/05/2019,LU,4122,ESCH-SUR-ALZETTE ,PT,FR,ECOLE,18,10
