DATE,PAYS,CODE_POSTAL,LOCALITE,LANGUE1,LANGUE2,LANGUE3,LANGUE4,LANGUE5,COMMENT_NOUS_AVEZ-VOUS_DECOUVERT,MIN,KM
09/03/2018,FRA,57100,THIONVILLE,FRANCAIS,LUXEMBOURGEOIS,,,,FACEBOOK,48,41
09/03/2018,LUX,8708,USELDANGE,ALLEMAND,LUXEMBOURGEOIS,ANGLAIS,,,B.A.O.,41,52
09/03/2018,LUX,8708,USELDANGE,ALLEMAND,LUXEMBOURGEOIS,ANGLAIS,,,B.A.O.,41,52
10/03/2018,FRA,57640,ARGANCY,FRANCAIS,ESPAGNOL,,,,FACEBOOK,43,65
10/03/2018,FRA,57640,ARGANCY,FRANCAIS,ESPAGNOL,,,,FACEBOOK,43,65
10/03/2018,FRA,54560,AUDUN-LE-ROMAN,FRANCAIS,,,,,FACEBOOK,27,25
10/03/2018,FRA,54560,AUDUN-LE-ROMAN,FRANCAIS,,,,,FACEBOOK,27,25
10/03/2018,LUX,4489,BELVAUX,LUXEMBOURGEOIS,ALLEMAND,FRANCAIS,,,PRESSE,6,5
10/03/2018,LUX,4489,BELVAUX,LUXEMBOURGEOIS,ALLEMAND,FRANCAIS,,,PRESSE,6,5
10/03/2018,LUX,3315,BERGEM,LUXEMBOURGEOIS,ALLEMAND,,,,MEDIA ,14,15
10/03/2018,LUX,3315,BERGEM,LUXEMBOURGEOIS,ALLEMAND,,,,MEDIA ,14,15
10/03/2018,LUX,4569,DIFFERDANGE OBERKORN,LUXEMBOURGEOIS,FRANCAIS,,,,PUB,5,2
10/03/2018,LUX,4569,DIFFERDANGE OBERKORN,LUXEMBOURGEOIS,FRANCAIS,,,,PUB,5,2
10/03/2018,LUX,9454,FOUHREN,LUXEMBOURGEOIS,FRANCAIS,,,,FACEBOOK,55,77
10/03/2018,LUX,9454,FOUHREN,LUXEMBOURGEOIS,FRANCAIS,,,,FACEBOOK,55,77
10/03/2018,FRA,57310,GUENANGE,FRANCAIS,ANGLAIS,,,,B.A.O.,34,50
10/03/2018,FRA,57310,GUENANGE,FRANCAIS,ANGLAIS,,,,B.A.O.,34,50
10/03/2018,BEL,6724,HABAY,FRANCAIS,,,,,FLYER,38,51
10/03/2018,BEL,6724,HABAY,FRANCAIS,,,,,FLYER,38,51
10/03/2018,DEU,54329,KONZ,ALLEMAND,ANGLAIS,,,,CULTURE,48,67
10/03/2018,DEU,54329,KONZ,ALLEMAND,ANGLAIS,,,,CULTURE,48,67
10/03/2018,LUX,1845,LUXEMBOURG,ANGLAIS,,,,,AMIS,29,26
10/03/2018,LUX,1845,LUXEMBOURG,ANGLAIS,,,,,AMIS,29,26
10/03/2018,LUX,2680,LUXEMBOURG,ANGLAIS,ITALIEN,,,,FACEBOOK,29,26
10/03/2018,LUX,2680,LUXEMBOURG,ANGLAIS,ITALIEN,,,,FACEBOOK,29,26
10/03/2018,LUX,2550,LUXEMBOURG,FRANCAIS,PORTUGAIS,,,,B.A.O.,29,26
10/03/2018,LUX,2550,LUXEMBOURG,FRANCAIS,PORTUGAIS,,,,B.A.O.,29,26
10/03/2018,LUX,1370,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,FACEBOOK,29,26
10/03/2018,LUX,1370,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,FACEBOOK,29,26
10/03/2018,LUX,8273,MAMER,ROUMAIN,ANGLAIS,FRANCAIS,,,FACEBOOK,30,19
10/03/2018,LUX,8273,MAMER,ROUMAIN,ANGLAIS,FRANCAIS,,,FACEBOOK,30,19
10/03/2018,FRA,54580,MOINEVILLE,FRANCAIS,,,,,AMIS,52,62
10/03/2018,FRA,54580,MOINEVILLE,FRANCAIS,,,,,AMIS,52,62
10/03/2018,LUX,6917,ROODT-SUR-SYRE,FRANCAIS,ANGLAIS,LUXEMBOURGEOIS,,,FACEBOOK,32,45
10/03/2018,LUX,6917,ROODT-SUR-SYRE,FRANCAIS,ANGLAIS,LUXEMBOURGEOIS,,,FACEBOOK,32,45
10/03/2018,LUX,9132,SCHIEREN,LUXEMBOURGEOIS,,,,,ECOLE,41,62
10/03/2018,LUX,9132,SCHIEREN,LUXEMBOURGEOIS,,,,,ECOLE,41,62
10/03/2018,LUX,1670,SENNINGERBERG,ANGLAIS,FRANCAIS,,,,AMIS,27,38
10/03/2018,LUX,1670,SENNINGERBERG,ANGLAIS,FRANCAIS,,,,AMIS,27,38
10/03/2018,FRA,57270,UCKANGE,FRANCAIS,ARABE,,,,,35,45
10/03/2018,FRA,57270,UCKANGE,FRANCAIS,ARABE,,,,,35,45
11/03/2018,FRA,54260,CHARENCY-VEZIN,FRANCAIS,,,,,FACEBOOK,41,40
11/03/2018,FRA,54260,CHARENCY-VEZIN,FRANCAIS,,,,,FACEBOOK,41,40
11/03/2018,LUX,3440,ESCH-SUR-ALZETTE,LUXEMBOURGEOIS,,,,,CULTURE,11,10
11/03/2018,LUX,3440,ESCH-SUR-ALZETTE,LUXEMBOURGEOIS,,,,,SITE,11,10
11/03/2018,LUX,5825,FENTANGE,LUXEMBOURGEOIS,ALLEMAND,,,,CULTURE,24,26
11/03/2018,LUX,5825,FENTANGE,LUXEMBOURGEOIS,ALLEMAND,,,,CULTURE,24,26
11/03/2018,LUX,3368,LeUDELANGE,GRECQUE,FRANCAIS,,,,INTERNET,20,17
11/03/2018,LUX,3368,LEUDELANGE,GRECQUE,FRANCAIS,,,,INTERNET,20,17
11/03/2018,LUX,1146,LUXEMBOURG,DANOIS,ANGLAIS,,,,FACEBOOK,29,26
11/03/2018,LUX,1146,LUXEMBOURG,DANOIS,ANGLAIS,,,,FACEBOOK,29,26
11/03/2018,LUX,1719,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,AMIS,29,26
11/03/2018,LUX,1719,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,AMIS,29,26
11/03/2018,LUX,1719,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,AMIS,29,26
11/03/2018,LUX,1719,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,AMIS,29,26
11/03/2018,LUX,1258,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,INTERNET,29,26
11/03/2018,LUX,1258,LUXEMBOURG,FRANCAIS,,,,,INTERNET,29,26
11/03/2018,LUX,1140,LUXEMBOURG,FRANCAIS,ITALIEN,,,,FACEBOOK,29,26
11/03/2018,LUX,1140,LUXEMBOURG,FRANCAIS,ITALIEN,,,,FACEBOOK,29,26
11/03/2018,LUX,1941,LUXEMBOURG,SLOVENE,,,,,B.A.O.,29,26
11/03/2018,LUX,1941,LUXEMBOURG,SLOVENE,,,,,B.A.O.,29,26
11/03/2018,LUX,1856,LUXEMBOURG,,,,,,,29,26
11/03/2018,LUX,1856,LUXEMBOURG,,,,,,,29,26
11/03/2018,FRA,571940,METZERVISSE,FRANCAIS,,,,,TOURISME,39,53
11/03/2018,FRA,571940,METZERVISSE,FRANCAIS,,,,,TOURISME,39,53
11/03/2018,FRA,54111,MONT-BONVILLERS,FRANCAIS,,,,,AMIS,34,32
11/03/2018,FRA,54111,MONT-BONVILLERS,FRANCAIS,,,,,AMIS,34,32
11/03/2018,LUX,4758,PETANGE,LUXEMBOURGEOIS,,,,,B.A.O.,5,2
11/03/2018,LUX,4758,PETANGE,LUXEMBOURGEOIS,,,,,B.A.O.,10,9
11/03/2018,LUX,6582,ROSPORT,LUXEMBOURGEOIS,,,,,AMIS,50,74
11/03/2018,LUX,6582,ROSPORT,LUXEMBOURGEOIS,,,,,AMIS,50,74
11/03/2018,FRA,57780,ROSSELANGE,FRANCAIS,,,,,INTERNET,52,57
11/03/2018,FRA,57780,ROSSELANGE,FRANCAIS,,,,,INTERNET,52,57
11/03/2018,FRA,57310,RURANGE-LES-THIONVILLE,FRANCAIS,,,,,2e_visite,41,55
11/03/2018,FRA,57310,RURANGE-LES-THIONVILLE,FRANCAIS,,,,,2e_visite,41,55
11/03/2018,FRA,57180,TERVILLE,FRANCAIS,,,,,B.A.O.,28,35
11/03/2018,FRA,57180,TERVILLE,FRANCAIS,,,,,B.A.O.,28,35
11/03/2018,FRA,57070,VANY,FRANCAIS,,,,,FACEBOOK,47,61
11/03/2018,FRA,57070,VANY,FRANCAIS,,,,,FACEBOOK,47,61
11/03/2018,FRA,57970,YUTZ,FRANCAIS,,,,,ENTREPRISE,25,20
11/03/2018,FRA,57970,YUTZ,FRANCAIS,,,,,ENTREPRISE,25,20
12/03/2018,LUX,6212,CONSDORF,LUXEMBOURGEOIS,,,,,CURIOSITE,43,56
12/03/2018,LUX,6212,CONSDORF,LUXEMBOURGEOIS,,,,,CURIOSITE,43,56
13/03/2018,LUX,1932,LUXEMBOURG,LUXEMBOURGEOIS,,,,,B.A.O.,29,26
13/03/2018,LUX,1932,LUXEMBOURG,LUXEMBOURGEOIS,,,,,B.A.O.,29,26
15/03/2018,LUX,7248,BERELDANGE,ANGLAIS,,,,,INTERNET,26,33
15/03/2018,LUX,7248,BERELDANGE,ANGLAIS,,,,,INTERNET,26,33
15/03/2018,LUX,7641,CHRISTNACH,LUXEMBOURGEOIS,,,,,B.A.O.,44,56
15/03/2018,LUX,7641,CHRISTNACH,LUXEMBOURGEOIS,,,,,B.A.O.,44,56
15/03/2018,LUX,3511,DUDELANGE,LUXEMBOURGEOIS,,,,,AMIS,21,24
15/03/2018,LUX,3511,DUDELANGE,LUXEMBOURGEOIS,,,,,AMIS,21,24
15/03/2018,LUX,3927,MONDERCANGE,FRANCAIS,,,,,MEDIA ,13,13
15/03/2018,LUX,3927,MONDERCANGE,FRANCAIS,,,,,MEDIA ,13,13
16/03/2018,LUX,7317,MULLENDORF,FRANCAIS,,,,,FACEBOOK,32,37
16/03/2018,LUX,7317,MULLENDORF,FRANCAIS,,,,,FACEBOOK,32,37
17/03/2018,LUX,4951,BASCHARAGE,LUXEMBOURGEOIS,,,,,2e_visite,12,9
17/03/2018,LUX,4951,BASCHARAGE,LUXEMBOURGEOIS,,,,,2e_visite,12,9
17/03/2018,LUX,8076,BERTRANGE,LUXEMBOURGEOIS,,,,,FACEBOOK,24,20
17/03/2018,LUX,8076,BERTRANGE,LUXEMBOURGEOIS,,,,,FACEBOOK,24,20
17/03/2018,LUX,8609,BETTBORN,LETTON,,,,,B.A.O.,47,59
17/03/2018,LUX,8609,BETTBORN,LETTON,,,,,B.A.O.,47,59
17/03/2018,LUX,9370,DIEKIRCH,LUXEMBOURGEOIS,,,,,B.A.O.,51,45
17/03/2018,LUX,9370,DIEKIRCH,LUXEMBOURGEOIS,,,,,B.A.O.,51,45
17/03/2018,DEU,54533,DIERFELD,ANGLAIS,,,,,FACEBOOK,78,122
17/03/2018,DEU,54533,DIERFELD,ANGLAIS,,,,,FACEBOOK,78,122
17/03/2018,LUX,9455,FOUHREN,LUXEMBOURGEOIS,,,,,B.A.O.,55,77
17/03/2018,LUX,9455,FOUHREN,LUXEMBOURGEOIS,,,,,B.A.O.,55,77
17/03/2018,LUX,5755,FRISANGE,LUXEMBOURGEOIS,,,,,FACEBOOK,21,27
17/03/2018,LUX,5755,FRISANGE,LUXEMBOURGEOIS,,,,,FACEBOOK,21,27
17/03/2018,LUX,5760,HASSEL,ANGLAIS,FRANCAIS,LUXEMBOURGEOIS,,,INTERNET,28,33
17/03/2018,LUX,5760,HASSEL,ANGLAIS,FRANCAIS,LUXEMBOURGEOIS,,,INTERNET,28,33
17/03/2018,LUX,8281,KEHLEN,LUXEMBOURGEOIS,ALLEMAND,,,,2e_visite,27,37
17/03/2018,LUX,8281,KEHLEN,LUXEMBOURGEOIS,ALLEMAND,,,,2e_visite,27,37
17/03/2018,LUX,8542,LANNEN,FRANCAIS,ANGLAIS,,,,FACEBOOK,46,45
17/03/2018,LUX,8542,LANNEN,FRANCAIS,ANGLAIS,,,,FACEBOOK,46,45
17/03/2018,LUX,2114,LUXEMBOURG,ALLEMAND,FRANCAIS,ITALIEN,,,MEDIA ,29,26
17/03/2018,LUX,2114,LUXEMBOURG,ALLEMAND,FRANCAIS,ITALIEN,,,MEDIA ,29,26
17/03/2018,LUX,2432,LUXEMBOURG,ANGLAIS,HINDI,,,,FACEBOOK,29,26
17/03/2018,LUX,2432,LUXEMBOURG,ANGLAIS,HINDI,,,,FACEBOOK,29,26
17/03/2018,LUX,2210,LUXEMBOURG,ANGLAIS,FRANCAIS,,,,FACEBOOK,29,26
17/03/2018,LUX,2210,LUXEMBOURG,ANGLAIS,FRANCAIS,,,,FACEBOOK,29,26
17/03/2018,LUX,1430,LUXEMBOURG,ANGLAIS,CHINOIS,,,,B.A.O.,29,26
17/03/2018,LUX,1430,LUXEMBOURG,ANGLAIS,CHINOIS,,,,B.A.O.,29,26
17/03/2018,LUX,1161,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,INTERNET,29,26
17/03/2018,LUX,1161,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,INTERNET,29,26
17/03/2018,LUX,8223,MAMER,ANGLAIS,FRANCAIS,,,,FACEBOOK,30,19
17/03/2018,LUX,8223,MAMER,ANGLAIS,FRANCAIS,,,,FACEBOOK,30,19
17/03/2018,LUX,8240,MAMER,FRANCAIS,ANGLAIS,,,,FACEBOOK,30,19
17/03/2018,LUX,8240,MAMER,FRANCAIS,ANGLAIS,,,,FACEBOOK,30,19
17/03/2018,LUX,8223,MAMER,ROUMAIN,ANGLAIS,,,,GOOGLE ,30,19
17/03/2018,LUX,8223,MAMER,ROUMAIN,ANGLAIS,,,,GOOGLE ,30,19
17/03/2018,LUX,3860,SCHIFFLANGE,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,13,12
17/03/2018,LUX,3860,SCHIFFLANGE,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,13,12
17/03/2018,LUX,8056,STRASSEN,FRANCAIS,ANGLAIS,,,,B.A.O.,19,26
17/03/2018,LUX,8056,STRASSEN,FRANCAIS,ANGLAIS,,,,B.A.O.,19,26
18/03/2018,LUX,4947,BASCHARAGE,LUXEMBOURGEOIS,FRANCAIS,,,,CURIOSITE,12,9
18/03/2018,LUX,4947,BASCHARAGE,LUXEMBOURGEOIS,FRANCAIS,,,,CURIOSITE,12,9
18/03/2018,LUX,4940,BASCHARAGE,LUXEMBOURGEOIS,ALLEMAND,,,,ECOLE,12,9
18/03/2018,LUX,4940,BASCHARAGE,LUXEMBOURGEOIS,ALLEMAND,,,,ECOLE,12,9
18/03/2018,LUX,7241,BERELDANGE,RUSSE,ANGLAIS,,,,B.A.O.,26,33
18/03/2018,LUX,7241,BERELDANGE,RUSSE,ANGLAIS,,,,B.A.O.,26,33
18/03/2018,LUX,8079,BERTRANGE,ANGLAIS,FRANCAIS,,,,FACEBOOK,24,20
18/03/2018,LUX,8079,BERTRANGE,ANGLAIS,FRANCAIS,,,,FACEBOOK,24,20
18/03/2018,LUX,6950,BETZDORF,LUXEMBOURGEOIS,ANGLAIS,,,,MEDIA ,37,52
18/03/2018,LUX,6950,BETZDORF,LUXEMBOURGEOIS,ANGLAIS,,,,MEDIA ,37,52
18/03/2018,LUX,3324,BIVANGE,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,15,15
18/03/2018,LUX,3324,BIVANGE,FRANCAIS,LUXEMBOURGEOIS,,,,ECOLE,15,15
18/03/2018,LUX,6163,BOURGLINSTER,ANGLAIS,LUXEMBOURGEOIS,,,,TOURISME,35,45
18/03/2018,LUX,6163,BOURGLINSTER,ANGLAIS,LUXEMBOURGEOIS,,,,TOURISME,35,45
18/03/2018,LUX,4972,DIPPACH,ITALIEN,LUXEMBOURGEOIS,,,,ECOLE,16,15
18/03/2018,LUX,4972,DIPPACH,ITALIEN,LUXEMBOURGEOIS,,,,ECOLE,16,15
18/03/2018,FRA,57925,DISTROFF,FRANCAIS,ANGLAIS,,,,GOOGLE ,37,51
18/03/2018,FRA,57925,DISTROFF,FRANCAIS,ANGLAIS,,,,GOOGLE ,37,51
18/03/2018,LUX,3432,DUDELANGE,LUXEMBOURGEOIS,,,,,B.A.O.,21,24
18/03/2018,LUX,3432,DUDELANGE,LUXEMBOURGEOIS,,,,,B.A.O.,21,24
18/03/2018,LUX,3515,DUDELANGE,ANGLAIS,ESPAGNOL,FRANCAIS,PORTUGAIS,,FACEBOOK,21,24
18/03/2018,LUX,3515,DUDELANGE,ANGLAIS,ESPAGNOL,FRANCAIS,PORTUGAIS,,FACEBOOK,21,24
18/03/2018,LUX,4217,ESCH-SUR-ALZETTE,ALLEMAND,ANGLAIS,PORTUGAIS,,,CURIOSITE,13,10
18/03/2018,LUX,4217,ESCH-SUR-ALZETTE,ALLEMAND,ANGLAIS,PORTUGAIS,,,CURIOSITE,13,10
18/03/2018,LUX,6181,GONDERANGE,ITALIEN,LUXEMBOURGEOIS,RUSSE,FRANCAIS,,B.A.O.,31,42
18/03/2018,LUX,6181,GONDERANGE,ITALIEN,LUXEMBOURGEOIS,RUSSE,FRANCAIS,,B.A.O.,31,42
18/03/2018,LUX,1353,HOWALD,POLONAIS,FRANCAIS,,,,FACEBOOK,29,26
18/03/2018,LUX,1353,HOWALD,POLONAIS,FRANCAIS,,,,FACEBOOK,29,26
18/03/2018,FRA,57480,HUNTING,FRANCAIS,ALLEMAND,,,,TOURISME,44,52
18/03/2018,FRA,57480,HUNTING,FRANCAIS,ALLEMAND,,,,TOURISME,44,52
18/03/2018,FRA,92130,ISSY-LES-MOULINEAUX,FRANCAIS,ANGLAIS,,,,B.A.O.,217,350
18/03/2018,FRA,92130,ISSY-LES-MOULINEAUX,FRANCAIS,ANGLAIS,,,,B.A.O.,217,350
18/03/2018,LUX,8381,KLEINBETTINGEN,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,24,21
18/03/2018,LUX,8381,KLEINBETTINGEN,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,24,21
18/03/2018,LUX,4499,LIMPACH,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,13,10
18/03/2018,LUX,4499,LIMPACH,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,13,10
18/03/2018,LUX,2711,LUXEMBOURG,ANGLAIS,FRANCAIS,,,,FACEBOOK,29,26
18/03/2018,LUX,2711,LUXEMBOURG,ANGLAIS,FRANCAIS,,,,FACEBOOK,29,26
18/03/2018,LUX,1628,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,B.A.O.,29,26
18/03/2018,LUX,2441,LUXEMBOURG,FRANCAIS,,,,,B.A.O.,29,26
18/03/2018,LUX,1628,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,B.A.O.,29,26
18/03/2018,LUX,2441,LUXEMBOURG,FRANCAIS,,,,,B.A.O.,29,26
18/03/2018,LUX,1309,LUXEMBOURG,HEBREU,ANGLAIS,,,,2e_visite,29,26
18/03/2018,LUX,1309,LUXEMBOURG,HEBREU,ANGLAIS,,,,2e_visite,29,26
18/03/2018,LUX,2135,LUXEMBOURG,LUXEMBOURGEOIS,FRANCAIS,,,,MEDIA ,29,26
18/03/2018,LUX,2135,LUXEMBOURG,LUXEMBOURGEOIS,FRANCAIS,,,,MEDIA ,29,26
18/03/2018,LUX,1858,LUXEMBOURG,POLONAIS,FRANCAIS,,,,B.A.O.,29,26
18/03/2018,LUX,1858,LUXEMBOURG,POLONAIS,FRANCAIS,,,,B.A.O.,29,26
18/03/2018,LUX,1309,LUXEMBOURG,SLOVENE,ALLEMAND,,,,INTERNET,29,26
18/03/2018,LUX,1309,LUXEMBOURG,SLOVENE,ALLEMAND,,,,INTERNET,29,26
18/03/2018,LUX,3939,MONDERCANGE,LUXEMBOURGEOIS,ALLEMAND,,,,CURIOSITE,13,13
18/03/2018,LUX,3939,MONDERCANGE,LUXEMBOURGEOIS,ALLEMAND,,,,CURIOSITE,13,13
18/03/2018,LUX,5433,NIEDERDONVEN,FRANCAIS,ANGLAIS,,,,2e_visite,37,52
18/03/2018,LUX,5433,NIEDERDONVEN,FRANCAIS,ANGLAIS,,,,2e_visite,37,52
18/03/2018,LUX,5353,OETRANGE,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,7,3
18/03/2018,LUX,5353,OETRANGE,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,30,38
18/03/2018,LUX,8825,PERLE,LUXEMBOURGEOIS,FRANCAIS,,,,CURIOSITE,43,45
18/03/2018,LUX,8825,PERLE,LUXEMBOURGEOIS,FRANCAIS,,,,CURIOSITE,43,45
18/03/2018,FRA,54340,POMPEY,ALLEMAND,LUXEMBOURGEOIS,,,,B.A.O.,77,108
18/03/2018,FRA,54340,POMPEY,ALLEMAND,LUXEMBOURGEOIS,,,,B.A.O.,77,108
18/03/2018,LUX,3811,SCHIFFLANGE,LUXEMBOURGEOIS,FRANCAIS,,,,CURIOSITE,13,12
18/03/2018,LUX,3811,SCHIFFLANGE,LUXEMBOURGEOIS,FRANCAIS,,,,CURIOSITE,13,12
18/03/2018,LUX,4998,SCHOUWEILER,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,17,13
18/03/2018,LUX,4998,SCHOUWEILER,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,17,13
18/03/2018,LUX,8451,STEINFORT,FRANCAIS,RUSSE,,,,FACEBOOK,27,20
18/03/2018,LUX,8451,STEINFORT,FRANCAIS,RUSSE,,,,FACEBOOK,27,20
18/03/2018,LUX,7343,STEINSEL,LUXEMBOURGEOIS,ALLEMAND,,,,B.A.O.,29,36
18/03/2018,LUX,7343,STEINSEL,LUXEMBOURGEOIS,ALLEMAND,,,,B.A.O.,29,36
18/03/2018,LUX,7339,STEINSEL,POLONAIS,FRANCAIS,,,,2e_visite,29,36
18/03/2018,LUX,7339,STEINSEL,POLONAIS,FRANCAIS,,,,2e_visite,29,36
18/03/2018,LUX,7339,STEINSEL,POLONAIS,ANGLAIS,FRANCAIS,,,MEDIA ,29,36
18/03/2018,LUX,7339,STEINSEL,POLONAIS,ANGLAIS,FRANCAIS,,,MEDIA ,29,36
18/03/2018,LUX,8010,STRASSEN,FRANCAIS,ITALIEN,,,,SITE,19,26
18/03/2018,LUX,8010,STRASSEN,FRANCAIS,ITALIEN,,,,SITE,19,26
18/03/2018,FRA,57180,TERVILLE,FRANCAIS,LUXEMBOURGEOIS,,,,B.A.O.,28,35
18/03/2018,FRA,57180,TERVILLE,FRANCAIS,,,,,B.A.O.,28,35
18/03/2018,FRA,57180,TERVILLE,FRANCAIS,LUXEMBOURGEOIS,,,,B.A.O.,28,35
18/03/2018,FRA,57180,TERVILLE,FRANCAIS,,,,,B.A.O.,28,35
18/03/2018,FRA,57100,THIONVILLE,FRANCAIS,ANGLAIS,,,,INTERNET,48,41
18/03/2018,FRA,57100,THIONVILLE,FRANCAIS,ANGLAIS,,,,INTERNET,48,41
18/03/2018,LUX,5698,WELFRANGE,LUXEMBOURGEOIS,FRANCAIS,,,,GOOGLE ,29,39
18/03/2018,LUX,5698,WELFRANGE,LUXEMBOURGEOIS,FRANCAIS,,,,GOOGLE ,29,39
19/03/2018,DEU,54146,TRIER,ANGLAIS,ALLEMAND,,,,FACEBOOK,53,76
19/03/2018,DEU,54146,TRIER,ANGLAIS,ALLEMAND,,,,FACEBOOK,53,76
20/03/2018,LUX,4981,RECKANGE-SUR-MESS,LUXEMBOURGEOIS,FRANCAIS,,,,3e_visite,18,13
20/03/2018,LUX,4981,RECKANGE-SUR-MESS,LUXEMBOURGEOIS,FRANCAIS,,,,3e_visite,18,13
21/03/2018,USA,60202,CHICAGO,ANGLAIS,ALLEMAND,ITALIEN,,,B.A.O.,67,108
21/03/2018,USA,60202,CHICAGO,ANGLAIS,ALLEMAND,ITALIEN,,,B.A.O.,67,108
21/03/2018,FRA,57330,HETTANGE-GRANDE,FRANCAIS,ALLEMAND,,,,FACEBOOK,30,29
21/03/2018,FRA,57330,HETTANGE-GRANDE,FRANCAIS,ALLEMAND,,,,FACEBOOK,30,29
21/03/2018,FRA,54240,JOEUF,FRANCAIS,ANGLAIS,,,,B.A.O.,46,44
21/03/2018,FRA,54240,JOEUF,FRANCAIS,ANGLAIS,,,,B.A.O.,46,44
21/03/2018,LUX,3345,LEUDELANGE,LUXEMBOURGEOIS,FRANCAIS,,,,FACEBOOK,20,17
21/03/2018,LUX,3345,LEUDELANGE,LUXEMBOURGEOIS,FRANCAIS,,,,FACEBOOK,20,17
22/03/2018,LUX,3416,DUDELANGE,LUXEMBOURGEOIS,ALLEMAND,,,,MEDIA ,21,24
22/03/2018,LUX,3416,DUDELANGE,LUXEMBOURGEOIS,ALLEMAND,,,,MEDIA ,21,24
22/03/2018,DEU,54597,OLZHEIM,NEERLANDAIS,ALLEMAND,,,,FACEBOOK,88,136
22/03/2018,DEU,54597,OLZHEIM,NEERLANDAIS,ALLEMAND,,,,FACEBOOK,88,136
23/03/2018,LUX,3253,BETTEMBOURG,FRANCAIS,ANGLAIS,,,,B.A.O.,25,21
23/03/2018,LUX,3253,BETTEMBOURG,FRANCAIS,ANGLAIS,,,,B.A.O.,25,21
23/03/2018,LUX,1453,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,GOOGLE ,29,26
23/03/2018,LUX,1453,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,GOOGLE ,29,26
23/03/2018,LUX,1941,LUXEMBOURG,LUXEMBOURGEOIS,ALLEMAND,,,,ENTREPRISE,29,26
23/03/2018,LUX,1941,LUXEMBOURG,LUXEMBOURGEOIS,ALLEMAND,,,,ENTREPRISE,29,26
23/03/2018,FRA,57180,TERVILLE,FRANCAIS,,,,,B.A.O.,28,35
23/03/2018,FRA,57180,TERVILLE,FRANCAIS,,,,,B.A.O.,28,35
23/03/2018,FRA,57100,THIONVILLE,FRANCAIS,ANGLAIS,,,,B.A.O.,48,41
23/03/2018,FRA,57100,THIONVILLE,FRANCAIS,ANGLAIS,,,,B.A.O.,48,41
24/03/2018,LUX,4046,ESCH-SUR-ALZETTE,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,13,10
24/03/2018,LUX,4046,ESCH-SUR-ALZETTE,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,13,10
24/03/2018,DEU,41124,HORINGEN,ALLEMAND,ANGLAIS,,,,FACEBOOK,45,66
24/03/2018,DEU,41124,HORINGEN,ALLEMAND,ANGLAIS,,,,FACEBOOK,45,66
24/03/2018,LUX,4499,LIMPACH,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,13,10
24/03/2018,LUX,4499,LIMPACH,LUXEMBOURGEOIS,FRANCAIS,,,,ECOLE,13,10
24/03/2018,LUX,1309,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,3e_visite,29,26
24/03/2018,LUX,1309,LUXEMBOURG,FRANCAIS,ANGLAIS,,,,3e_visite,29,26
24/03/2018,LUX,2210,LUXEMBOURG,NEERLANDAIS,ANGLAIS,,,,AMIS,29,26
24/03/2018,LUX,2210,LUXEMBOURG,NEERLANDAIS,ANGLAIS,,,,AMIS,29,26
24/03/2018,LUX,6669,MERTERT,LUXEMBOURGEOIS,ALLEMAND,FRANCAIS,,,ECOLE,38,58
24/03/2018,LUX,6669,MERTERT,LUXEMBOURGEOIS,ALLEMAND,FRANCAIS,,,ECOLE,38,58
24/03/2018,DEU,66564,OTTWEILER,ALLEMAND,ANGLAIS,,,,FACEBOOK,80,127
24/03/2018,DEU,66564,OTTWEILER,ALLEMAND,ANGLAIS,,,,FACEBOOK,80,127
24/03/2018,LUX,4980,RECKANGE-SUR-MESS,PORTUGAIS,FRANCAIS,,,,INTERNET,18,13
24/03/2018,LUX,4980,RECKANGE-SUR-MESS,PORTUGAIS,FRANCAIS,,,,INTERNET,18,13
24/03/2018,LUX,4818,RODANGE,FRANCAIS,,,,,ECOLE,16,13
