DATE,PAYS,CODE_POSTAL,LOCALITE,LANGUE_MATERNELLE,LANGUE_VEHICULAIRE,COMMENT_NOUS_AVEZ_VOUS_DECOUVERT,MIN,KM
22/04/2019,LU,4620,DIFFERDANGE,ESP,FR,Passage_HABITANT,1,0
22/04/2019,LU,7226,HELMSANGE,HONGROIS,ANG,GOOGLE_-_WHAT_TO_DO_IN_Luxembourg,31,34
22/04/2019,LU,7373,HELMDANGE,LUX,DE,GOOGLE_-_WISSENSCHAFTS_ZENTER,33,45
22/04/2019,LU,2221,LUXEMBOURG,TELUGU,ANG,GOOGLE_-_SCIENCE_LUX,28,33
22/04/2019,LU,1133,LUXEMBOURG,LUX,FR,RTL_TELE,23,26
22/04/2019,LU,8079,BERTRANGE,FR,NL,2EME_VISITE,23,19
23/04/2019,LU,8080,BERTRANGE,SLOVENIEN,ANG,GOOGLE,21,25
23/04/2019,BE,1180,BRUXELLES,RUSSE,FR,GOOGLE,,
24/04/2019,LU,4514,DIFFERDANGE,FR,FR,OUVERTURE_DU_LSC_FLYER_AUCHAN_,4,1
24/04/2019,LU,6143,JUNGLINSTER,SUEDOIS,LUX,GOOGLE,38,44
25/04/2019,IT,10134,TORINO,IT,IT,Luxembourg_CARD_,,
25/04/2019,DE,70193,STUTTGART,PT,ANG,GOOGLE,200,315
25/04/2019,DE,41836,HšCKELHOVEN,DE,DE,Luxembourg_CARD_,157,237
25/04/2019,LU,5314,CONTERN,FR,FR,GOOGLE,30,36
25/04/2019,LU,5331,MOUTFORT,DE_,DE,ECOLE,30,35
25/04/2019,DE,32120,HIDDENHAUSEN,DE_,DE,VISIT_LUXEMBOURG,265,442
25/04/2019,DE,97222,RIMPAR,ROUMAIN,DE_,QUOI_FAIRE_AU__Luxembourg_,232,401
25/04/2019,DE,54316,PLUWIGERHAMMER,DE,DE,GOOGLE,70,84
25/04/2019,DE,54294,TRIER,DE,DE,GOOGLE_-_SITE_LSC,52,66
25/04/2019,DE,54456,TAWERN,DE,DE,GOOGLE,51,61
25/04/2019,LU,3354,LEUDELANGE,IT,FR,GOOGLE_,14,17
25/04/2019,LU,3418,DUDELANGE,LUX,DE,TAGEBLATT,22,20
25/04/2019,LU,8096,BERTRANGE,LUX,LUX,2ŠME_VISITE,26,27
25/04/2019,FR,74250,THONON_LES_BAINS_,FR,FR,B.A.O,,
26/04/2019,FR,57100,THIONVILLE,FR,FR,FAMILLE_ET_ARCELORMITTAL,,
26/04/2019,DE,57339,ERNDTEBRšCK_,DE,DE,Luxembourg_CARD_,199,309
26/04/2019,DE,41179,M™CHENGLADBACH,DE,DE,GOOGLE,170,260
26/04/2019,DE,54329,KONZ,DE,FR,GOOGLE,51,66
26/04/2019,LU,7212,BERELDANGE,FR,FR,GOOGLE,29,33
27/04/2019,DE,66564,OTTWEILER,DE,ANG,FB,83,131
27/04/2019,LU,8086,BERTRANGE,ANG,DE,4EME_VISITE,26,19
27/04/2019,LU,1243,LUXEMBOURG,RUSSE,UNKRAINIEN,VISIT_LUXEMBOURG,24,27
27/04/2019,FR,54190,VILLERUPT,IT,FR,TRAVAILLE_A_DIFFERDANGE,25,16
27/04/2019,LU,4940,BASCHARAGE,LETTON,ANG,3EME_VISITE,13,7
27/04/2019,LU,2550,LUXEMBOURG,DE,FR,B.A.O.,22,25
27/04/2019,LU,2149,LUXEMBOURG,ESP,ANG,INTERNET_(SAIS_PLUS),29,30
27/04/2019,LU,1526,LUXEMBOURG,IRISH,ANG,VISIT_LUXEMBOURG,23,27
27/04/2019,BE,5790,WAREGEM,FR,NL,B.A.O.,182,296
27/04/2019,LU,6718,GREVENMACHER,IT,ANG,B.A.O.,39,53
27/04/2019,LU,5380,SCHUTTRANGE,LUX,DE,INTERNET_(SAIS_PLUS),32,41
27/04/2019,LU,4570,DIFFERDANGE,LUX,FR,ECOLE,4,2
27/04/2019,LU,4209,ESCH-SUR-ALZETTE_,LUX,IT,PASSAGE_,13,7
27/04/2019,FR,57570,HAGEN,FR,ANG,B.A.O.,33,35
27/04/2019,SUISSE,1786,SUGIEZ,PT,FR,B.A.O.,,
27/04/2019,LU,3230,BETTEMBOURG,RUSSE,ANG,B.A.O.,20,19
27/04/2019,LU,3598,DUDELANGE,PR,FR,GOOGLE_(SAIS_PLUS),19,22
27/04/2019,LU,3341,BETTEMBOURG,LUX,FR,B.A.O.,17,17
27/04/2019,DE,44579,CASTROP-RAUXEL,DE,ANG,GOOGLE_-_WHAT_TO_DO_IN_Luxembourg,210,324
27/04/2019,LU,1250,LUXEMBOURG,FR,ANG,VISIT_LUXEMBOURG,28,27
27/04/2019,LU,8273,MAMER,SLOVAQUE,ANG,FB,27,19
27/04/2019,LU,1354,LUXEMBOURG,SLOVENIEN,ANG,B.A.O.,27,32
27/04/2019,FR,57100,THIONVILLE,FR,ANG,3EME_VISITE,39,40
27/04/2019,LU,7568,MERSCH,SUEDOIS,FR,GOOGLE_-_WHAT_TO_DO_IN_Luxembourg,38,50
27/04/2019,LU,2125,LUXEMBOURG,FR,ESP,INTERNET_(SAIS_PLUS),30,34
28/04/2019,LU,1321,LUXEMBOURG,RUSSE,ANG,FB,19,22
28/04/2019,LU,8327,OLM,LUX,FR,B.A.O.,24,32
28/04/2019,LU,2556,LUXEMBOURG,FR,LUX,L'ESSENTIEL,23,26
28/04/2019,LU,9392,WALLENDORF-PONT,LUX,ANG,GOOGLE_-_WHAT_TO_DO_IN_Luxembourg,55,67
28/04/2019,NL,2082BH,SANDPOORT-ZUID,NL,ANG,GOOGLE_-_WHAT_TO_DO_IN_Luxembourg,,
28/04/2019,LU,2539,LUXEMBOURG,LUX,FR,2EME_VISITE,26,32
28/04/2019,FR,57000,METZ,FR,ANG,2EME_VISITE,50,69
28/04/2019,LU,9357,BETTENDORF,LUX,DE,FLYER,52,70
28/04/2019,LU,4033,ESCH-SUR-ALZETTE_,IT,ANG,ECOLE,14,8
28/04/2019,NL,7908EE,HOOGEVAAN,NL,ANG,INTERNET_(SAIS_PLUS),,
28/04/2019,NL,2902KA,CAPELLE_AAN_DEN_IJSSEL,NL,ANG,B.A.O.,,
28/04/2019,NL,8332LB,STEENWIJK,NL,ANG,"CAMP_""NORMALINE""",,
28/04/2019,LU,5717,ASPELT,ANG,LUX,SCIENCE_FESTIVAL,23,31
28/04/2019,LU,1319,LUXEMBOURG,IT,DE,INTERNET_(SAIS_PLUS),24,31
28/04/2019,LU,7670,REULAND,FR,LUX,CREOS,38,49
28/04/2019,LU,8079,BERTRANGE,FR,NL,3EME_VISITE,22,18
28/04/2019,LU,4408,SANEM,LU,DE,ECOLE,9,5
28/04/2019,NL,5622,EINDHOVEN,NL,ANG,VISIT_LUXEMBOURG,178,279
28/04/2019,FR,54560,MERCY-LE-HAUT,FR,ANG,B.A.O.,30,26
28/04/2019,FR,54440,LONGWY,FR,FR,3EME_VISITE,22,14
28/04/2019,LU,5424,GOSTINGEN,ISLANDAIS,ANG,B.A.O.,36,47
28/04/2019,LU,6926,FLAXWEILER,ANG,FR,B.A.O.,32,47
28/04/2019,FR,57970,STUCKANGE,PT,FR,FB,46,57
28/04/2019,BE,6860,LEGLISE,FR,ANG,B.A.O.,43,48
28/04/2019,LU,7391,BLASCHETTE,LUX,ANG,B.A.O.,36,46
28/04/2019,LU,4733,PETANGE,LUX,FR,ECOLE,7,4
28/04/2019,FR,57100,THIONVILLE,FR,ANG,FB,35,40
28/04/2019,LU,7597,RECKANGE,LUX,FR,INTERNET_(SAIS_PLUS),36,51
28/04/2019,LU,4579,DIFFERDANGE,FR,ANG,B.A.O.,4,1
28/04/2019,LU,4990,SANEM,ANG,SUEDOIS,SAIS_PLUS,7,4
28/04/2019,LU,2133,LUXEMBOURG,FR,ANG,GOOGLE_-_WHAT_TO_DO_IN_Luxembourg,23,27
28/04/2019,LU,8140,BRIDEL,IT,ANG,FB,25,31
28/04/2019,LU,1550,MERL,IT,ANG,B.A.O.,24,26
28/04/2019,CHINE,,SHANGHAI,ANG,,AMIS_A_GEOFFROY,,
28/04/2019,BE,6700,ARLON,FR,FR,L'ESSENTIEL,30,26
28/04/2019,FR,57440,ANGEVILLERS,FR,DE,INTERNET_(SAIS_PLUS),31,30
28/04/2019,FR,57440,ANGEVILLERS,FR,FR,ECOLE,31,30
28/04/2019,LU,1540,GASPERICH,PT,FR,INTERNET_(SAIS_PLUS),20,26
28/04/2019,LU,1321,LUXEMBOURG,SLOVAQUE,FR,INTERNET_(SAIS_PLUS),18,22
28/04/2019,LU,4418,SANEM,LUX,ANG,B.A.O.,6,4
28/04/2019,LU,4482,SANEM,LUX,FR,B.A.O.,8,4
28/04/2019,BE,6780,MESSANCY,HONGROIS,FR,5EME_VISITE_,25,17
28/04/2019,LU,4397,PONTPIERRE,LUX,SERBE,ECOLE,14,14
29/04/2019,DE,54310,RALINGEN,DE,ANG,VISIT_LUXEMBOURG,66,70
29/04/2019,NL,6624KH,HEEREWAARDEN,NL,ANG,VISIT_LUXEMBOURG,212,336
29/04/2019,SERBIE,21000,ORAHOVAC,SERBE,ANG,INTERNET_(SAIS_PLUS),,
30/04/2019,LU,STRASSEN,STRASSEN,SLOVENIEN,FR,4EME_VISITE,25,26
