DATE,PAYS,CODE_POSTAL,LOCALITE,LANGUE_MATERNELLE,LANGUE_VEHICULAIRE,COMMENT_NOUS_AVEZ_VOUS_DECOUVERT,MIN,KM
27/07/2019,FRA,57655,BOULANGE,FRANCAIS,FRANCAIS,B.A.O.,26,24
27/07/2019,BEL,6700,ARLON,FRANCAIS,FRANCAIS,B.A.O.,32,25
27/07/2019,FRA,57100,MANOM,FRANCAIS,FRANCAIS,B.A.O.,33,42
27/07/2019,DEU,54329,KONZ,ALLEMAND/LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,21,25
27/07/2019,LUX,1321,LUXEMBOURG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,18,22
28/07/2019,FRA,59710,NOUVEAU JEU,FRANCAIS,FRANCAIS,B.A.O.,174,303
28/07/2019,NLD,9951EK,WINSUM,NERLANDAIS,NERLANDAIS,B.A.O.,308,543
28/07/2019,BEL,8000,CURTAI,NERLANDAIS,ALLEMAND/ANGLAIS/FRANCAIS,B.A.O.,186,314
28/07/2019,LUX,4434,SOLEUVRE,PORTUGAIS,LUXEMBOURGEOIS,B.A.O.,5,3.0
28/07/2019,LUX,1471,LUXEMBOURG,ANGLAIS,ANGLAIS,B.A.O.,18,24
28/07/2019,LUX,57570,RODEMACK ,FRANCAIS,FRANCAIS,B.A.O.,18,26
28/07/2019,LUX,1250,LUXEMBOURG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,25,27
29/07/2019,LUX,6370,HALLER,LUXEMBOURGEOIS,ALLEMAND,B.A.O.,49,59
29/07/2019,BEL,6700,ARLON,FRANCAIS,ANGLAIS,B.A.O.,34,26
29/07/2019,ROU,540077,TG. MURES,ROUMAIN,ANGLAIS,B.A.O.,,
30/07/2019,FRA,54400,COSNES-ET-ROMAIN,FRANCAIS,ANGLAIS,B.A.O.,25,22
30/07/2019,LUX,9116,SCHIEREN,LUXEMBOURGEOIS,ALLEMAND/FRANCAIS,B.A.O.,43,61
30/07/2019,FRA,57000,METZ,FRANCAIS,FRANCAIS,B.A.O.,54,63
30/07/2019,LUX,6638,WASSERBILLIG,PAPIAMENTO,ANGLAIS,B.A.O.,43,62
31/07/2019,LUX,4421,SANEM,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,6,4
31/07/2019,LUX,2241,LUXEMBOURG,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,26,29
31/07/2019,LUX,9144,HIERHECK,LUXEMBOURGEOIS,ALLEMAND,B.A.O.,55,50
31/07/2019,NLD,8355 VB,GIETHOORN,NERLANDAIS,ANGLAIS,B.A.O.,,
31/07/2019,BEL,6791,ATHUS,FRANCAIS,ITALIEN,B.A.O.,15,12
31/07/2019,FRA,55170,ANCERVILLE,FRANCAIS,FRANCAIS,B.A.O.,134,202
31/07/2019,DEU,1445,RADEBEUL,ALLEMAND,ANGLAIS,B.A.O.,,
01/08/2019,LUX,5233,SANDWEILER,LUXEMBOURGEOIS,ALLEMAND/FRANCAIS,B.A.O.,28,34
01/08/2019,FRA,67680,NOTHALTEN,FRANCAIS,LUXEMBOURGEOIS,B.A.O.,170,255
01/08/2019,FRA,94370,SUCY-EN-BRIE,FRANCAIS,ANGLAIS,B.A.O.,,
01/08/2019,LUX,3961,EHLANGE-SUR-MESS,LUXEMBOURGEOIS,ALLEMAND/FRANCAIS,B.A.O.,16,16
02/08/2019,FRA,57570,EVRANGE,FRANCAIS/LUXEMBOURGEOIS,FRANCAIS,B.A.O.,18,26
02/08/2019,LUX,4646,DIFFERDANGE-NIEDERKORN,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,4,2
02/08/2019,CHE,8634,HOMBRECHTIKON,ALLEMAND,FRANCAIS,B.A.O.,282,466
03/08/2019,LUX,4438,SOLEUVRE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,4,3
04/08/2019,LUX,1941,LUXEMBOURG,PORTUGAIS,FRANCAIS,B.A.O.,18,25
06/08/2019,CHE,8966,OBERWIL-LIELI,ALLEMAND,LUXEMBOURGEOIS,B.A.O.,253,422
06/08/2019,LUX,1519,LUXEMBOURG,ANGLAIS,LUXEMBOURGEOIS,B.A.O.,30,36
06/08/2019,BEL,6780,MESSANCY,DANOIS,FRANCAIS,B.A.O.,19,15
06/08/2019,LUX,3340,HUNCHERANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,16,17
06/08/2019,LUX,7410,ANGELSBERG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,41,52
06/08/2019,LUX,6136,JUNGLINSTER,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,36,45
06/08/2019,BEL,6790,AUBANGE,FRANCAIS,FRANCAIS,B.A.O.,19,11
07/08/2019,LUX,2510,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,B.A.O.,22,27
07/08/2019,BEL,6780,MESSANCY,FRANCAIS,FRANCAIS,B.A.O.,20,15
07/08/2019,FRA,54135,MEXY,FRANCAIS,FRANCAIS,B.A.O.,20,15
07/08/2019,BEL,6700,ARLON,FRANCAIS,FRANCAIS,B.A.O.,34,29
07/08/2019,LUX,6715,GREVENMACHER,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,40,54
07/08/2019,LUX,4910,HAUCHARAGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,13,7
07/08/2019,LUX,3250,BETTEMBOURG,LUXEMBOURGEOIS,ALLEMAND,B.A.O.,22,24
07/08/2019,LUX,1250,LUXEMBOURG,LUXEMBOURGEOIS,ANGLAIS,B.A.O.,29,27
07/08/2019,LUX,4410,SANEM,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,6,4
07/08/2019,LUX,2349,LUXEMBOURG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,24,27
09/08/2019,LUX,4677,DIFFERDANGE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,3,3
09/08/2019,ITA,,TOSCANE,ITALIEN,ROUMAIN,B.A.O.,,
09/08/2019,FRA,54430,LONGWY,FRANCAIS,FRANCAIS,B.A.O.,24,18
10/08/2019,FRA,54960,MERCY-LE-BAS,FRANCAIS,FRANCAIS,B.A.O.,30,25
11/08/2019,LUX,5316,CONTERN,FRANCAIS,FRANCAIS,B.A.O.,29,36
12/08/2019,FRA,54920,VILLERS-LA-MONTAGNE,FRANCAIS,FRANCAIS,B.A.O.,16,11
11/08/2019,FRA,57480,HALSTROFF,FRANCAIS,FRANCAIS,B.A.O.,55,57
11/08/2019,FRA,57320,WALDWEISTROFF,FRANCAIS,FRANCAIS,B.A.O.,64,78
12/08/2019,BEL,6700,ARLON,FRANCAIS,FRANCAIS,B.A.O.,35,26
12/08/2019,LUX,2272,LUXEMBOURG,SERBE,FRANCAIS,B.A.O.,22,26
12/08/2019,FRA,57100,THIONVILLE,FRANCAIS,FRANCAIS,B.A.O.,43,37
12/08/2019,FRA,44300,NANTES,FRANCAIS,FRANCAIS,B.A.O.,41,53
12/08/2019,LUX,7540,ROLLINGEN,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,36,47
12/08/2019,BEL,6700,ARLON,FRANCAIS,FRANCAIS,B.A.O.,35,24
13/08/2019,LUX,5331,MOUTFORT,FRANCAIS,FRANCAIS,B.A.O.,30,37
13/08/2019,LUX,2124,LUXEMBOURG,HONGROIS,FRANCAIS,B.A.O.,31,29
13/08/2019,LUX,1244,LUXEMBOURG,FRANCAIS,FRANCAIS,B.A.O.,28,27
14/08/2019,BEL,6760,VIRTON,FRANCAIS,FRANCAIS,B.A.O.,39,34
14/08/2019,FRA,54870,MONTIGNY-SUR-CHIER,FRANCAIS,ANGLAIS,B.A.O.,28,24
15/08/2019,LUX,8093,BERTRANGE,ROUMAIN,FRANCAIS,B.A.O.,24,20
15/08/2019,LUX,8077,BERTRANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,23,20
15/08/2019,LUX,4245,ESCH-SUR-ALZETTE ,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,16,10
15/08/2019,LUX,8421,STEINFORT,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,23,18
15/08/2019,LUX,6188,GONDERANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,32,42
15/08/2019,LUX,2113,HESPERANGE,RUSSE,FRANCAIS,B.A.O.,25,27
15/08/2019,LUX,5359,SCHUTTRANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,30,39
15/08/2019,LUX,3390,PEPPANGE,FRANCAIS,FRANCAIS,B.A.O.,22,27
15/08/2019,LUX,1250,LUXEMBOURG,FRANCAIS,FRANCAIS,B.A.O.,23,27
15/08/2019,LUX,4440,SANEM,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,6,4
15/08/2019,LUX,5540,REMICH,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,32,40
15/08/2019,LUX,3980,RECKANGE-SUR-MESS,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,13,11
15/08/2019,LUX,1120,LUXEMBOURG,LUXEMBOURGEOIS,ANGLAIS,B.A.O.,48,56
15/08/2019,LUX,4410,SANEM,LUXEMBOURGEOIS,ANGLAIS,B.A.O.,6,5
15/08/2019,FRA,57800,FREYMING-MERLERUCH,FRANCAIS,FRANCAIS,B.A.O.,73,115
15/08/2019,BEL,7780,COMINES-WAMETER,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,41,55
15/08/2019,LUX,3320,ROESER,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,21,26
15/08/2019,LUX,4444,SANEM,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,7,5
15/08/2019,LUX,4538,OBERKORN,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,6,3
15/08/2019,FRA,57970,YUTZ,FRANCAIS,FRANCAIS,B.A.O.,36,44
15/08/2019,LUX,6390,NIEDERANVEN,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,32,39
15/08/2019,LUX,7710,COLMAR-BERG,ALLEMAND,ALLEMAND,B.A.O.,47,59
15/08/2019,LUX,3939,MONDERCANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,14,9
15/08/2019,LUX,2980,LUXEMBOURG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,19,22
16/08/2019,LUX,3735,RUMELANGE,ANGLAIS,ANGLAIS,B.A.O.,21,20
16/08/2019,LUX,6917,ROODT-SUR-SYRE,ANGLAIS,LUXEMBOURGEOIS,B.A.O.,36,44
16/08/2019,BEL,6780,MESSANCY,FRANCAIS,FRANCAIS,B.A.O.,20,15
16/08/2019,LUX,1940,LUXEMBOURG,ANGLAIS,ANGLAIS,B.A.O.,20,24
16/08/2019,LUX,1971,LUXEMBOURG,ANGLAIS,ANGLAIS,B.A.O.,23,26
16/08/2019,FRA,21150,MENETRAUX LE BAS ,FRANCAIS,FRANCAIS,B.A.O.,251,373
17/08/2019,LUX,9150,ESCHDORF,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,55,51
17/08/2019,FRA,57310,RURANGE,FRANCAIS,FRANCAIS,B.A.O.,40,53
17/08/2019,FRA,54260,VERZIN,FRANCAIS,FRANCAIS,B.A.O.,40,40
17/08/2019,BEL,6600,BASTOGNE,FRANCAIS,FRANCAIS,B.A.O.,57,82
17/08/2019,LUX,3511,DUDELANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,19,23
17/08/2019,LUX,3859,SCHIFFLANGE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,15,13
17/08/2019,LUX,7311,HEISDORF,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,32,36
17/08/2019,LUX,3918,MONDERCANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,13,9
17/08/2019,LUX,8381,KLEINBETTINGEN,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,21,17
17/08/2019,LUX,5713,ASPELT,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,23,30
17/08/2019,FRA,87000,LIMOGES,FRANCAIS,FRANCAIS,B.A.O.,409,746
18/08/2019,LUX,8224,MAMER,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,23,18
18/08/2019,LUX,7240,BERELDANGE,SUEDOIS,LUXEMBOURGEOIS,B.A.O.,25,33
18/08/2019,BEL,6780,MESSANCY,FRANCAIS,FRANCAIS,B.A.O.,18,14
18/08/2019,LUX,7354,HELMDANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,31,38
18/08/2019,LUX,1250,LUXEMBOURG,ANGLAIS,ANGLAIS,B.A.O.,24,27
18/08/2019,LUX,2523,LUXEMBOURG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,20,25
18/08/2019,DEU,54294,TRIER,ALLEMAND,ALLEMAND,B.A.O.,48,67
18/08/2019,LUX,4671,DIFFERDANGE OBERKORN,ESPAGNOL,LUXEMBOURGEOIS,B.A.O.,3,2
18/08/2019,LUX,5460,TRINTANGE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,29,40
18/08/2019,FRA,57480,KERLING,FRANCAIS,ITALIEN,B.A.O.,38,53
18/08/2019,AUT,,SALZBOURG,ALLEMAND,RUSSE,B.A.O.,543,674
18/08/2019,LUX,3817,SCHIFFLANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,10,13
18/08/2019,LUX,8212,MAMER,ANGLAIS,ANGLAIS,B.A.O.,23,18
18/08/2019,LUX,2222,LUXEMBOURG,ITALIEN,ALLEMAND,B.A.O.,23,32
19/08/2019,FRA,54590,HUSSIGNY,FRANCAIS,FRANCAIS,B.A.O.,10,7
19/08/2019,LUX,7641,CHRISTNACH,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,44,55
19/08/2019,LUX,5411,LENNINGEN,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,36,45
19/08/2019,LUX,6582,ROSPORT,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,49,74
19/08/2019,FRA,34501,BEZIERS,FRANCAIS,ANGLAIS,B.A.O.,,
19/08/2019,LUX,1145,LUXEMBOURG,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,22,25
20/08/2019,BEL,6717,LOTTERT,FRANCAIS,FRANCAIS,B.A.O.,36,33
20/08/2019,FRA,54150,LES BAROCHES,FRANCAIS,ANGLAIS,B.A.O.,46,43
20/08/2019,LUX,2155,LUXEMBOURG,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,27,22
20/08/2019,FRA,54560,AUDUN-LE-ROMAN,FRANCAIS,FRANCAIS,B.A.O.,25,23
20/08/2019,LUX,4878,PETANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,15,7
20/08/2019,LUX,5752,FRISANGE,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,23,27
21/08/2019,LUX,1243,LUXEMBOURG,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,24,27
21/08/2019,FRA,54720,LEXY,FRANCAIS,FRANCAIS,B.A.O.,23,18
21/08/2019,LUX,5762,HASSEL,LUXEMBOURGEOIS,LUXEMBOURGEOIS,B.A.O.,27,32
22/08/2019,LUX,6132,JUNLINSTER,POLONAIS,LUXEMBOURGEOIS,B.A.O.,35,43
22/08/2019,FRA,57535,MARANGE-SILVANGE,FRANCAIS,ANGLAIS,B.A.O.,48,65
22/08/2019,ITA,67034,PETTORANO SUL GIZIO,ITALIEN,ANGLAIS,B.A.O.,,
24/08/2019,FRA,54400,COSNES-ET-ROMAIN,FRANCAIS,FRANCAIS,B.A.O.,22,20
24/08/2019,LUX,8480,EISCHEN,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,31,25
25/08/2019,EST,10613,TALLINN,ESTONIEN,FRANCAIS,B.A.O.,,
27/08/2019,FRA,54530,PRENY,FRANCAIS,ANGLAIS,B.A.O.,73,91
28/08/2019,LUX,6791,ATHUS,FRANCAIS,LUXEMBOURGEOIS,B.A.O.,18,12
28/08/2019,LUX,4580,DIFFERDANGE,FRANCAIS,FRANCAIS,B.A.O.,4,2
29/08/2019,BEL,6717,ATTERT,FRANCAIS,ANGLAIS,B.A.O.,38,34
29/08/2019,FRA,57950,METZ,FRANCAIS,ITALIEN,B.A.O.,54,67
29/08/2019,LUX,3870,SCHIFFLANGE,ANGLAIS,FRANCAIS,B.A.O.,13,13
29/08/2019,LUX,8035,STRASSEN,ANGLAIS,FRANCAIS,B.A.O.,21,26
29/08/2019,LUX,6139,JUNGLINSTER,LUXEMBOURGEOIS,ALLEMAND,B.A.O.,32,43
29/08/2019,FRA,57840,OTTANGE,FRANCAIS,LUXEMBOURGEOIS,B.A.O.,28,23
29/08/2019,LUX,4916,BASCHARAGE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,11,6
30/08/2019,LUX,3396,ROESER,ANGLAIS,FRANCAIS/LUXEMBOURGEOIS,B.A.O.,23,26.5
30/08/2019,LUX,2360,LUXEMBOURG,LUXEMBOURGEOIS,ALLEMAND,B.A.O.,27,35
30/08/2019,FRA,54720,LEXY,FRANCAIS,FRANCAIS,B.A.O.,23,22
31/08/2019,LUX,8381,KLEINBETTINGEN,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,23,18
31/08/2019,GBR,PL23 1QG,FOWEY,ANGLAIS,ALLEMAND,B.A.O.,,
01/09/2019,LUX,8366,HAGEN,LUXEMBOURGEOIS,ROUMAIN,B.A.O.,23,18
02/09/2019,LUX,3588,DUDELANGE,FRANCAIS,ANGLAIS,B.A.O.,16,18
02/09/2019,LUX,4514,DIFFERDANGE,UKRAINIEN,RUSSE,B.A.O.,5,2
04/09/2019,LUX,1742,LUXEMBOURG,FRANCAIS,ANGLAIS,B.A.O.,29,30
05/09/2019,GBR,,PERSHORE,ANGLAIS,ANGLAIS,B.A.O.,,
05/09/2019,LUX,1628,LUXEMBOURG,LUXEMBOURGEOIS,ANGLAIS/FRANCAIS,B.A.O.,27,27
06/09/2019,LUX,5241,SANDWEILER,FINISH/TAJIK,ANGLAIS,B.A.O.,32,35
07/09/2019,LUX,6810,CHINY,FRANCAIS,ESPAGNOL,B.A.O.,51,52
07/09/2019,FRA,57590,AJONCOURT,FRANCAIS,ANGLAIS,B.A.O.,70,98
07/09/2019,LUX,5836,ALZINGEN,ALLEMAND/ITALIEN,ANGLAIS,B.A.O.,25,29
08/09/2019,LUX,9168,MERTZIG,LUXEMBOURGEOIS,ALLEMAND/FRANCAIS,B.A.O.,50,63
08/09/2019,LUX,2222,LUXEMBOURG,POLONAIS,ANGLAIS,B.A.O.,26,33
08/09/2019,FRA,54400,COSNES-ET-ROMAIN,FRANCAIS,ANGLAIS,B.A.O.,22,20
08/09/2019,LUX,9366,ERMSDORF,PORTUGAIS,LUXEMBOURGEOIS,B.A.O.,50,59
09/09/2019,LUX,6915,ROODT-SUR-SYRE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,37,46
09/09/2019,LUX,4514,DIFFERDANGE,LUXEMBOURGEOIS,FRANCAIS/ITALIEN,B.A.O.,4,1
09/09/2019,LUX,8224,MAMER,RUSSE,ANGLAIS,B.A.O.,26,26
10/09/2019,LUX,3675,KAYL,LUXEMBOURGEOIS,ALLEMAND,B.A.O.,18,17
10/09/2019,LUX,1475,LUXEMBOURG,LUXEMBOURGEOIS,ALLEMAND,B.A.O.,29,26
11/09/2019,LUX,4482,SANEM,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,9,5
11/09/2019,LUX,7383,LORENTZWEILER,NERLANDAIS,ANGLAIS,B.A.O.,39,44
11/09/2019,LUX,4974,DIPPACH,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,19,12
11/09/2019,LUX,7364,BOFFERDANGE,ANGLAIS,LUXEMBOURGEOIS,B.A.O.,35,45
11/09/2019,FRA,57320,BRETTNACH,FRANCAIS,ANGLAIS,B.A.O.,59,69
12/09/2019,LUX,8293,KEISPELT,ANGLAIS,FRANCAIS,B.A.O.,33,39
14/09/2019,LUX,5651,MONDORF LES BAINS,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,24,34
14/09/2019,DEU,9012,RAMSTEIN,ANGLAIS,ANGLAIS,B.A.O.,90,153
14/09/2019,DEU,9009,RAMSTEIN,ANGLAIS,ANGLAIS,B.A.O.,90,153
14/09/2019,DEU,9012,RAMSTEIN,ANGLAIS,ALLEMAND,B.A.O.,90,153
15/09/2019,FRA,57290,FAMECK,FRANCAIS,ANGLAIS,B.A.O.,34,38
15/09/2019,LUX,4405,SOLEUVRE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,6,2
20/09/2019,GRC,vvvv,EISHEN,GRECQUE,ANGLAIS,B.A.O.,,
21/09/2019,LUX,2162,LUXEMBOURG,FRANCAIS,ITALIEN,B.A.O.,24,32
22/09/2019,LUX,7224,WALFERDANGE,ALLEMAND/HONGROIS,ANGLAIS,B.A.O.,28,35
22/09/2019,DEU,54293,TRIER,ANGLAIS,ALLEMAND/FRANCAIS,B.A.O.,51,79
22/09/2019,FRA,57330,HETTANGE-GRANDE,FRANCAIS,ANGLAIS,B.A.O.,23,29
24/09/2019,LUX,1370,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,B.A.O.,28,26
27/09/2019,LUX,4579,DIFFERDANGE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,4,2
27/09/2019,BEL,6717,ATTERT,FRANCAIS,FRANCAIS,B.A.O.,39,34
27/09/2019,BEL,6717,ATTERT,FRANCAIS,LUXEMBOURGEOIS,B.A.O.,39,34
27/09/2019,LUX,8478,EISCHEN,FRANCAIS,ANGLAIS,B.A.O.,33,25
27/09/2019,BEL,6717,ATTERT,FRANCAIS,ANGLAIS,B.A.O.,39,34
28/09/2019,FRA,57570,HAGEN,FRANCAIS,ANGLAIS/PORTUGAIS,B.A.O.,36,36
28/09/2019,LUX,4597,DIFFERDANGE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,3,2
28/09/2019,DEU,54441,TEMMELS,MALTAIS,ANGLAIS,B.A.O.,49,66
28/09/2019,FRA,45150,OUVROUER-LES-CHAMPS,FRANCAIS,ANGLAIS,B.A.O.,,
28/09/2019,LUX,5853,FENTANGE,FRANCAIS,ANGLAIS,B.A.O.,22,27
28/09/2019,LUX,1272,LUXEMBOURG,CROATE,ANGLAIS,B.A.O.,30,35
30/09/2019,LUX,3790,TETANGE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,21,18
01/10/2019,DEU,54298,AACH,ROUMAIN,ANGLAIS,B.A.O.,67,80
01/10/2019,DEU,54456,TAWERN,ALLEMAND,ANGLAIS,B.A.O.,58,62
01/10/2019,LUX,4999,SPRINKANGE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,17,10
01/10/2019,LUX,7357,HELMDANGE,LUXEMBOURGEOIS,FRANCAIS,B.A.O.,39,46
01/10/2019,DNK,2600,GLOSTRUP,DANOIS,ANGLAIS,B.A.O.,,
05/10/2019,LUX,1456,LUXEMBOURG,BULGARE,ANGLAIS,B.A.O.,25,28
05/10/2019,DEU,38820,HALBERSTADT,ALLEMAND,ANGLAIS,B.A.O.,,
05/10/2019,LUX,4361,ESCH-SUR-ALZETTE ,SERBE,ANGLAIS,B.A.O.,13,7
06/10/2019,LUX,57320,BOUZONVILLE,FRANCAIS,ALLEMAND,B.A.O.,59,68
06/10/2019,DEU,63500,SELINGENSTADT,ALLEMAND,ANGLAIS,B.A.O.,166,297
06/10/2019,DEU,54296,TRIER,ALLEMAND,FRANCAIS,B.A.O.,61,79
06/10/2019,DEU,54329,KONZ,ALLEMAND,ANGLAIS,B.A.O.,62,76
06/10/2019,LUX,7220,WALFERDANGE,PORTUGAIS/TCHEQUE,ANGLAIS,B.A.O.,31,36
06/10/2019,LUX,2713,LUXEMBOURG,FRANCAIS,TCHEQUE,B.A.O.,23,25
06/10/2019,ITA,35020,PADOUE,ITALIEN,ANGLAIS,B.A.O.,,
07/10/2019,LUX,3843,SCHIFFLANGE,ANGLAIS,FRANCAIS,B.A.O.,18,14
08/10/2019,DEU,54451,IRSCH,ALLEMAND,ANGLAIS,B.A.O.,58,71
08/10/2019,DEU,28205,BRÒME,ALLEMAND,ANGLAIS,B.A.O.,,
11/10/2019,LUX,4492,SANEM,LUXEMBOURGEOIS,ANGLAIS/FRANCAIS,B.A.O.,8,5
11/10/2019,LUX,3412,DUDELANGE,LUXEMBOURGEOIS,ANGLAIS/FRANCAIS,B.A.O.,22,21
12/10/2019,LUX,9189,VICHTEN,ALLEMAND,LUXEMBOURGEOIS,B.A.O.,44,61
12/10/2019,DEU,54306,KORDEL,ESPAGNOL,ANGLAIS,B.A.O.,63,85
13/10/2019,FRA,54720,CUTRY,FRANCAIS,ANGLAIS,B.A.O.,30,21
13/10/2019,DEU,54292,TRIER,ALLEMAND,ANGLAIS,B.A.O.,58,77
15/10/2019,LUX,4004,ESCH-SUR-ALZETTE ,FRANCAIS,LUXEMBOURGEOIS,B.A.O.,14,10
16/10/2019,DEU,66709,WEISKIRCHEN,ALLEMAND,LUXEMBOURGEOIS,B.A.O.,78,91
17/10/2019,LUX,4949,KAERJENG,LUXEMBOURGEOIS,ANGLAIS/FRANCAIS,B.A.O.,14,11
18/10/2019,FRA,57970,STUCKANGE,FRANCAIS,FRANCAIS,B.A.O.,35,48
18/10/2019,LUX,3235,BETTEMBOURG,LUXEMBOURGEOIS,ALLEMAND/FRANCAIS/NERLANDAIS,B.A.O.,18,20
19/10/2019,LUX,3931,MONDERCANGE,LUXEMBOURGEOIS,ANGLAIS,B.A.O.,13,11
19/10/2019,LUX,2334,LUXEMBOURG,SERBE,ALLEMAND,B.A.O.,20,24
19/10/2019,FRA,57100,THIONVILLE,FRANCAIS,ALLEMAND,B.A.O.,36,41
19/10/2019,LUX,9048,ETTELBRUCK,COREEN,ANGLAIS,B.A.O.,45,62
19/10/2019,FRA,57000,METZ,FRANCAIS,ANGLAIS,B.A.O.,52,63
20/10/2019,FRA,57950,MONTIGNY-LES-METZ,FRANCAIS,ANGLAIS,B.A.O.,53,72
20/10/2019,FRA,57310,BOUSSE,FRANCAIS,ANGLAIS,B.A.O.,43,38
20/10/2019,DEU,66663,MERZIG,ALLEMAND,ALLEMAND,B.A.O.,43,65
20/10/2019,DEU,54292,TREVES,ALLEMAND,ANGLAIS/FRANCAIS,B.A.O.,58,78
20/10/2019,DEU,54292,TREVES,POLONAIS,ALLEMAND,B.A.O.,58,78
20/10/2019,LUX,5836,ALZINGEN,ANGLAIS,LUXEMBOURGEOIS,B.A.O.,27,29
20/10/2019,BEL,6717,ATTERT,FRANCAIS,ANGLAIS,B.A.O.,36,33
20/10/2019,BEL,6740,ETALLE,FRANCAIS,LUXEMBOURGEOIS,B.A.O.,37,43
20/10/2019,FRA,57710,TRESSANGE,FRANCAIS,ANGLAIS,B.A.O.,30,26
20/10/2019,LUX,4932,KAERJENG,FRANCAIS,FRANCAIS,B.A.O.,11,8
20/10/2019,LUX,3730,RUMELANGE,LUXEMBOURGEOIS,ALLEMAND/LUXEMBOURGEOIS ,B.A.O.,22,17
20/10/2019,LUX,9232,DIEKIRCH,LUXEMBOURGEOIS,ALLEMAND,B.A.O.,50,68
20/10/2019,FRA,54590,HUSSIGNY-GODBRANGE,FRANCAIS,ANGLAIS,B.A.O.,10,9
20/10/2019,LUX,1541,LUXEMBOURG,FRANCAIS,LUXEMBOURGEOIS,B.A.O.,23,27
